id,latitude,longitude,name,type,color,segment_name,segment_id,url
122,45.422815,-73.655412,BERGES- Bélanger to 90e:  [Eoin Craigie],Eoin Craigie,5CB1E4,BERGES- Bélanger to 90e,7975151,http://www.strava.com/segments/7975151/compare/,
123,45.416052,-73.634263,La Salle petite côte:  [Eoin Craigie],Eoin Craigie,5CB1E4,La Salle petite côte,9223941,http://www.strava.com/segments/9223941/compare/,
124,45.416968,-73.643914,90e à 75e Boulevard Lasalle:  [Eoin Craigie],Eoin Craigie,5CB1E4,90e à 75e Boulevard Lasalle,9804047,http://www.strava.com/segments/9804047/compare/,
125,45.4386571376,-73.6635454092,Victoria Sprint.:  [Mario Born],Mario Born,FF9233,Victoria Sprint.,2518291,http://www.strava.com/segments/2518291/compare/,
126,45.4222847616,-73.6219665122,Ave Dollard to Blvd Lasalle:  [Mario Born],Mario Born,FF9233,Ave Dollard to Blvd Lasalle,1804825,http://www.strava.com/segments/1804825/compare/,
127,45.44171,-73.626635,Angrignon Boulevard Climb:  [UNCLAIMED],UNCLAIMED,000000,Angrignon Boulevard Climb,6277819,http://www.strava.com/segments/6277819/compare/,
128,45.429962,-73.592181,LaSalle Blvd - 5th to Douglas:  [Eoin Craigie],Eoin Craigie,5CB1E4,LaSalle Blvd - 5th to Douglas,9598966,http://www.strava.com/segments/9598966/compare/,
129,45.4415353574,-73.5964589193,Angrignon Park Reverse Sprint:  [Avalon Powell],Avalon Powell,575757,Angrignon Park Reverse Sprint,1821922,http://www.strava.com/segments/1821922/compare/,
130,45.446579,-73.590022,Canal de l'aqueduct - Stephens à Bishop Power:  [Mario Born],Mario Born,FF9233,Canal de l'aqueduct - Stephens à Bishop Power,8160819,http://www.strava.com/segments/8160819/compare/,
131,45.44138,-73.608321,Angrignon Park Sprint:  [Henry Jenkins],Henry Jenkins,F72304,Angrignon Park Sprint,4607037,http://www.strava.com/segments/4607037/compare/,
132,45.427307,-73.599493,Bishop Power sprint:  [Mike Sants],Mike Sants,1D6914,Bishop Power sprint,8181497,http://www.strava.com/segments/8181497/compare/,
133,45.44322,-73.574488,Stephens to Bishop Power Sprint:  [Mario Born],Mario Born,FF9233,Stephens to Bishop Power Sprint,9906497,http://www.strava.com/segments/9906497/compare/,
134,45.427095,-73.595562,Bishop Power Boulevard to Raymond Street:  [Marc Devlin],Marc Devlin,2A4BD7,Bishop Power Boulevard to Raymond Street,9906515,http://www.strava.com/segments/9906515/compare/,
135,45.443879,-73.575565,Triathlon de Verdun - Natation:  [UNCLAIMED],UNCLAIMED,000000,Triathlon de Verdun - Natation,4817870,http://www.strava.com/segments/4817870/compare/,
